//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
746,747,576,577,578,748,748,579,580,748,582,583,748,748,749,750,751,17,17,17,992,993,50,50,50,17,17,50,17,20,17,17,21,17,50,930,931,-1
778,779,608,609,610,780,780,611,612,780,614,615,780,780,781,782,783,17,17,17,832,833,464,401,466,467,400,401,464,403,400,400,401,465,464,962,963,-1
810,811,16,17,18,19,20,21,16,17,18,19,20,21,813,814,815,17,17,17,864,865,496,433,498,499,432,433,496,435,432,432,433,497,496,994,995,-1
992,993,16,17,18,19,19,17,17,18,19,18,19,20,21,898,899,17,17,17,832,833,21,17,17,17,17,17,17,50,50,21,21,20,20,834,835,-1
992,993,16,17,17,17,18,19,19,17,18,19,19,20,21,930,931,17,17,17,908,909,21,50,17,50,48,48,50,50,50,17,20,20,20,866,867,-1
992,993,16,17,17,18,17,18,19,21,17,18,19,18,19,844,845,17,17,17,940,941,50,50,17,17,50,50,50,50,21,17,20,20,20,898,899,-1
992,993,16,17,17,18,19,19,19,21,20,21,17,18,19,876,877,17,17,17,972,973,50,20,21,17,50,48,17,17,17,17,17,17,20,930,931,-1
992,993,16,17,17,18,19,19,20,21,21,21,21,21,21,19,877,17,17,17,972,17,50,20,17,17,17,50,17,17,17,17,17,17,20,962,963,-1
864,865,16,17,17,17,17,17,17,18,19,19,20,21,21,19,19,17,17,17,17,17,50,20,17,20,17,17,17,17,17,17,17,17,21,994,995,-1
896,897,16,16,16,16,17,18,19,20,21,20,17,18,19,898,899,21,21,21,972,973,50,48,17,17,17,20,20,20,17,17,20,21,21,974,975,-1
1004,1005,996,997,996,997,996,997,996,997,996,997,996,996,997,1006,1007,17,17,17,1004,1005,996,996,996,996,996,996,996,996,996,996,996,996,997,1006,1007,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,293,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682,683,684,685,684,684,684,684,684,684,684,684,684,684,685,686,325,17,17,17,358,683,684,684,685,685,685,685,685,685,685,685,686,687,-1,-1,-1,-1
714,715,716,717,716,716,716,716,716,716,716,716,716,716,717,718,719,17,17,17,714,715,716,716,717,717,717,717,717,717,717,717,718,719,-1,-1,-1,-1
746,747,748,749,748,748,748,748,748,748,748,748,748,748,749,750,751,17,17,17,746,747,748,748,749,749,749,749,749,749,749,749,750,751,-1,-1,-1,-1
778,779,780,781,780,780,780,780,780,780,780,780,780,780,781,782,783,17,17,17,778,779,780,780,781,781,781,781,781,781,781,781,782,783,-1,-1,-1,-1
810,811,812,813,17,17,18,19,17,18,19,17,17,17,813,814,815,17,17,17,810,811,17,17,17,813,813,813,813,813,813,813,814,815,-1,-1,-1,-1
928,929,17,18,19,19,17,18,16,17,18,19,20,21,17,834,835,17,17,17,864,865,17,17,17,17,17,17,17,17,17,17,834,899,-1,-1,-1,-1
928,929,17,18,17,19,17,18,16,17,18,19,20,21,17,834,835,17,17,17,896,897,17,17,17,17,17,17,17,17,17,17,834,931,-1,-1,-1,-1
908,909,400,401,466,467,400,400,401,466,181,19,20,21,17,844,845,17,17,17,992,993,17,17,17,17,17,17,17,17,17,17,866,899,-1,-1,-1,-1
940,941,432,433,498,499,432,432,433,498,84,19,20,21,17,876,877,17,17,17,992,17,17,17,17,17,17,17,17,17,17,17,834,931,-1,-1,-1,-1
864,865,17,17,17,17,17,17,17,17,50,50,50,50,17,834,835,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,834,963,-1,-1,-1,-1
896,897,17,17,17,17,18,48,49,50,17,17,49,50,17,834,835,17,17,17,972,973,17,17,17,17,17,17,17,17,17,17,974,975,-1,-1,-1,-1
928,929,48,48,49,48,49,48,17,17,17,48,49,50,17,834,835,17,17,17,1004,1005,996,997,996,997,996,997,996,996,996,997,1006,1007,-1,-1,-1,-1
960,961,17,17,16,48,17,17,17,17,17,21,19,17,17,834,835,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
992,993,17,17,17,17,17,17,17,17,18,19,20,17,21,834,835,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
832,833,17,17,19,17,18,17,16,17,16,17,17,17,20,834,835,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
864,865,17,17,16,16,16,17,19,17,16,17,17,17,20,834,835,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
908,909,17,17,48,49,50,50,20,17,49,17,17,20,21,844,845,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
940,941,17,17,48,49,50,20,19,48,17,17,17,20,21,876,877,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
960,961,17,17,17,17,17,17,17,17,17,50,21,21,21,17,877,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
992,993,16,16,17,17,400,464,465,400,401,400,401,466,17,17,17,17,17,17,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
972,973,16,17,16,17,432,496,497,432,433,432,433,498,17,974,975,21,21,21,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004,1005,996,997,996,996,996,996,996,996,996,996,996,996,996,1006,1007,884,884,884,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
